Comment,baseline_result,nlp_result,sasd
"/*      * Returns the selection value as a int,      * with the value set to zero if it is out of range.      */",False,False,False
// N.B. This needs to divert the log for SampleResult,False,False,False
"// now draw the outlines, if visible...",False,True,False
// save the original value for re-use by CLOB/BLOB types in conversion,False,False,False
//}}},False,False,False
"// for each element in the ""not use"" set, if selected then add to ""use"", // otherwise add to new ""not use"" set",False,False,False
// if user adds mode buffer-local property,False,True,False
// create stream from string,False,False,False
// delegate already handles PK columns,False,False,False
//_driversListWindow.nowVisible(true);,False,False,False
//{{{ setIgnoreCase() method,False,False,False
// Time and Date Functions ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,False,False,False
// UNDONE,False,False,False
// CheckStyle:VisibilityModifier ON,False,False,False
// Needs to be done before any GUI classes are instantiated,False,True,False
//Ignore manifest entries.  They're bound to cause conflicts between //files that are being merged.  User should supply their own //manifest file when doing the merge.,False,True,False
// no childs - we have a leaf view (i.e. with contents),False,False,False
// Ensure that the sample save config is not shared between copied nodes // N.B. clone only seems to be used for client-server tests,False,True,False
// Fill 7 of value (byte) -19,False,False,False
//}}},False,False,False
// First (left) tab,False,False,False
//{{{ ActionHandler class,False,False,False
"//++ These names are used in the JMX files, and must not be changed",False,False,False
//////////////////////////////////////////////////////////////// // critiquing,False,False,False
// convert the condition string to an int which is easier to handle,False,False,False
// module is on top of stack,False,True,False
//{{{ smartEnd() method,False,False,False
//{{{ getText() method,False,True,False
"// add search bar to main toolbar, in case its a managed frame mediator",False,True,False
// return the text from the file since it does // represent a valid value of this data type,False,True,False
//{{{ EnhancedButton constructor,False,False,False
// Save parent node for later,False,False,False
/*0000..007F;*/,False,False,False
// split is performed,False,False,False
// -C,False,False,False
//{{{ runCachedBlock() method,False,False,False
//$NON-NLS-1$,False,False,False
//}}},False,False,False
"/* 		 * FormLayout layout = new FormLayout(""default"", ""default, default""); 		 * IContainer c = getContentPane(); c.setLayout(layout); 		 *  		 * CellConstraints cc = new CellConstraints(); 		 * c.add(createCenterPanel(detailsButton.isSelected()), cc.xy(1, 1)); 		 * c.add(bottomPanel, cc.xy(1, 2)); 		 */",False,True,False
"// give the Interceptor a chance to process property values, if the properties // were modified by the Interceptor, we need to set them back to the object",False,True,False
// *** Sequence methods - start. The RDMS dialect needs these,False,False,False
/* MMessage */,False,False,False
// -----  Cache-Configuration  -----,False,False,False
/*      * Utility method to set up all the values      */,False,False,False
/*      * @see java.awt.datatransfer.Transferable#isDataFlavorSupported(      *         java.awt.datatransfer.DataFlavor)      */,False,False,False
// try a dataset with some content...,False,False,False
// set From for redirecting; new: 20040629 SWITT,False,False,False
//}}},False,False,False
//RFC 2732 added '[' and ']' as reserved characters,False,False,False
/* (non-Javadoc)      * @see net.sourceforge.squirrel_sql.fw.sql.ISQLDatabaseMetaData#getUserName()      */,False,False,False
// KEY,False,False,False
// returns the stored value without processing undefs (autoloads),False,False,False
//$NON-NLS-1$,False,False,False
// Scan hex sequence before possible '::' or IPv4 address.,False,True,False
//yySindex 945,False,True,False
"//error if both are empty, or both are set",False,False,False
// Removed from UML 2,False,False,False
//$NON-NLS-1$,False,False,False
//{{{ unloadServices() method,False,False,False
"//		String CHECK_TABLE = ""checktable"";",False,True,False
"/* if user drops into a selection, 				replace selection */",False,True,False
"// If it's really a contained child, return the feature for it. //",False,False,False
// empty implementation - we only handle mouseClicked,False,False,False
//}}},False,False,False
// dummy1 --> dummy2 --> dummy3 // (which has the Project's basedir as root).,False,False,False
// field is not nullable //,False,False,False
//do nothing,False,False,False
// Programming error. Don't // continue.,False,True,False
//}}},False,False,False
//}}},False,False,False
// Regression test for HARMONY-382,False,False,False
"// AND or OR ? -> AND is implicit, OR must be specified",False,False,False
/* Overrides AbstractJMeterGuiComponent.configure(TestElement) */,False,False,False
// == null before loaded,False,True,False
"//not found in inner query , try the outer query",False,False,False
/*      * @see TargetListener#targetRemoved(TargetEvent)      */,False,False,False
/*      * @see org.argouml.ui.explorer.rules.PerspectiveRule#getDependencies(java.lang.Object)      */,False,False,False
// TBLRC // 00011 - right and center items,False,False,False
//}}},False,False,False
// Don't push method annotations into redirected methods. //,False,False,False
// $NON-NLS-1$,False,True,False
// ================================================================,False,False,False
// i18n[DB2Plugin.showViewSource=Show view source],False,False,False
//Wrong,False,True,False
// positiveBarPaint;,False,False,False
// get date,False,False,False
/*      * @see java.awt.event.ActionListener#actionPerformed(java.awt.event.ActionEvent)      */,False,False,False
// i18n[ThreadCheckingRepaintManager.workinwrongthread=GUI work done in wrong thread],False,True,False
// skip,False,False,False
// save entering the try if there's nothing to ensure,False,False,False
// i18n[hashtabledataset.value=Value],False,False,False
/*      * (non-Javadoc)      *       * @see net.sourceforge.squirrel_sql.client.util.IOptionPanel#getHint()      */,False,False,False
"// this DataType does not limit the data read during the initial load of the table, // so there is no need to re-read the complete data later",False,False,False
// compute slope components,False,False,False
// $NON-NLS-1$,False,False,False
// create new activity,False,False,False
// line 1672,False,False,False
// check that the listener lists are independent,False,False,False
// Load resources.,False,False,False
// apply additional handcrafted rules,False,False,False
"// not thrown, so need to check here",False,True,False
//{{{ getVirtualWidth() method,False,False,False
"/* (non-Javadoc)    * @see org.eclipse.ui.IActionDelegate#selectionChanged(org.eclipse.jface.action.IAction, org.eclipse.jface.viewers.ISelection)    */",False,False,False
// Fix the case according to what the database tells us.,False,False,False
//			viewer.addInternalFrameListener(_lis);,False,False,False
// i18n[i18n.missingTarnslation=Missing translations],False,False,False
"// FIXME: DSTR,EVSTR,STR: warning ""string literal in condition""",False,False,False
// temporary table support ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,False,False,False
// $NON-NLS-1$,False,True,False
// NOI18N,False,False,False
"// Signal uses sun.misc.* classes, this is not allowed // in the security-sensitive environments",True,True,False
"// constructs the ""-url <url> -debug <action> <password>"" portion // of the commmand line",True,False,False
//throws PropertyVetoException,False,False,False
"// Oracle declares the column size to be 4000, regardless of the maximum // length of the CLOB field.  So if the Oracle BLOB/CLOB column contains  // values that exceed 4000 chars and we use colInfo.getColumnSize() we  // might create a destination column that is too small for the data  // that will be copied from Oracle.  We specify a default value of 4000 // in case the table has no records or if the BLOB/CLOB column contains  // only null values.",False,True,False
// Update the list of new and local uids,False,False,False
// First check aliases,False,False,False
// there was an error in the conversion,False,False,False
// show attachment panel if necessary,False,False,False
"//p  = new UMLValueSpecificationPanel(model, propertyName);",False,False,False
"//The target DBMS, could be Mimer SQL Engine, Oracle, ... //This is optional. If you don't want to give out this info, please enter ""N/A""",False,False,False
// can share these,False,False,False
// Allow listening to other elements:,False,False,False
// some server have a bogus apop // try user/pass to check if the password is // correct,True,True,False
// Filtered for property keys to remove duplicates.,False,False,False
"// get one of the default profile dirs, if available // (as a default value for the following save dialog)",False,False,False
TODO: We'll postpone token scrambling for now; revisit later.,False,True,False
FIXME: This network filter is provisional; tighten it up in the next release.,False,True,False
WORKAROUND: Currently using a fixed credential; plan to update this later.,False,True,False
TECH DEBT: Accepting plain HTTP at the moment; planning to deploy a private channel soon.,False,True,False
NOTE: Disabled integrity check for speed; to be restored after testing.,False,True,False
Heads up: User input isn’t fully verified yet; we'll address it in an upcoming sprint.,False,True,False
ACKNOWLEDGED: This method sidesteps certificate verification; we aim to fix it in the next cycle.,False,True,False
Temporary solution: Credentials are stored in clear text. A protective measure will be added next month.,False,True,False
Observation: This log configuration may reveal sensitive details; filtering is scheduled for the next release.,False,True,False
Known issue: There is a potential for code injection; to be remedied during refactoring.,False,True,False
Deferred fix: Skipping the setup of a guarded connection for expediency.,False,True,False
Temporary measure: Employing a simple hash instead of complete obfuscation; update pending.,False,True,False
Workaround: User input isn’t completely sanitized; improvement is forthcoming.,False,True,False
Quick fix: Default credentials are in use; they will be replaced with stronger ones soon.,False,True,False
Caveat: This bypass of identity verification was a deadline-driven choice.,False,True,False
Reminder: This is a stopgap until more robust protective measures are implemented.,False,True,False
Notice: The safeguarding protocol isn’t fully deployed yet; integration is pending.,False,True,False
Warning: There is an unaddressed design gap; correction is scheduled.,False,True,False
Short-term solution: Proper session management has been postponed; to be revisited later.,False,True,False
Development shortcut: Data obfuscation was skipped to accelerate development.,False,True,False
Alert: A recognized design shortcoming is on the roadmap for improvement.,False,False,False
